ID,DESCRIPTION,DESCRIPTION,Energy (kcal),F_TOTAL (cup eq.),F_CITMLB (cup eq.),F_OTHER (cup eq.),F_JUICE (cup eq.),V_TOTAL (cup eq.),V_DRKGR (cup eq.),V_REDOR_TOTAL (cup eq.),V_REDOR_TOMATO (cup eq.),V_REDOR_OTHER (cup eq.),V_STARCHY_TOTAL (cup eq.),V_STARCHY_POTATO (cup eq.),V_STARCHY_OTHER (cup eq.),V_OTHER (cup eq.),V_LEGUMES (cup eq.),G_TOTAL (oz. eq.),G_WHOLE (oz. eq.),G_REFINED (oz. eq.),PF_TOTAL (oz. eq.),PF_MPS_TOTAL (oz. eq.),PF_MEAT (oz. eq.),PF_CUREDMEAT (oz. eq.),PF_ORGAN (oz. eq.),PF_POULT (oz. eq.),PF_SEAFD_HI (oz. eq.),PF_SEAFD_LOW (oz. eq.),PF_EGGS (oz. eq.),PF_SOY (oz. eq.),PF_NUTSDS (oz. eq.),PF_LEGUMES (oz. eq.),D_TOTAL (cup eq.),D_MILK (cup eq.),D_YOGURT (cup eq.),D_CHEESE (cup eq.),OILS (grams),SOLID_FATS (grams),ADD_SUGARS (tsp. eq.),A_DRINKS (no. of drinks),Protein (g),"Fiber, total dietary (g)","Vitamin A, RAE (mcg_RAE)",Vitamin C (mg),Vitamin E (alpha-tocopherol) (mg),Calcium (mg),"Iron
(mg)",Magnesium (mg),Potassium (mg),"Fatty acids, total saturated (g)",Sodium (mg),Added Sugar (g)
26313160,"Mussels, steamed or poached","Mussels, steamed or poached",171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,86,12.7,1.1,52,7.08,68,573,0.846,909,0.0
26315100,"Oysters, raw","Oysters, raw",51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,2.72,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,13,0.0,0.85,59,4.61,18,156,0.474,85,0.0
26315110,"Oysters, cooked, NS as to cooking method","Oysters, cooked, NS as to cooking method",195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,2.62,2.42,0.0,0.0,0.0,0.0,0.0,2.42,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,0.98,0.2,0.0,8.16,0.6,27,0.0,1.92,84,4.95,23,180,2.129,418,0.8400000000000001
26315120,"Oysters, baked or broiled, fat added","Oysters, baked or broiled, fat added",94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,6.81,0.0,13,0.5,1.45,71,5.5,22,187,1.069,406,0.0
26315121,"Oysters, baked or broiled, no added fat","Oysters, baked or broiled, no added fat",63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,3.46,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0,14,0.5,1.05,73,5.66,22,193,0.583,419,0.0
26315130,"Oysters, steamed","Oysters, steamed",102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37,0.0,23,0.0,1.69,118,8.26,36,280,0.944,509,0.0
26315140,"Oysters, coated, fried","Oysters, coated, fried",195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,2.62,2.42,0.0,0.0,0.0,0.0,0.0,2.42,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,0.98,0.2,0.0,8.16,0.6,27,0.0,1.92,84,4.95,23,180,2.129,418,0.8400000000000001
26315160,"Oysters, coated, baked or broiled, fat added","Oysters, coated, baked or broiled, fat added",161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,2.44,2.44,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,5.61,0.46,0.1,0.0,7.43,0.6,17,0.0,1.45,84,4.94,23,185,1.442,368,0.42000000000000004
26315161,"Oysters, coated, baked or broiled, no added fat","Oysters, coated, baked or broiled, no added fat",117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.92,2.59,2.59,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.48,0.11,0.0,7.78,0.6,18,0.0,0.82,88,5.16,24,194,0.706,385,0.462
26315180,"Oysters, canned","Oysters, canned",74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,3.53,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67,0.0,98,5.4,0.92,49,7.28,59,249,0.686,122,0.0
26315190,"Oysters, smoked","Oysters, smoked",82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,3.48,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,20,0.0,1.37,96,7.43,29,251,0.764,605,0.0
26317110,"Scallops, cooked, NS as to cooking method","Scallops, cooked, NS as to cooking method",115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,14.38,0.0,1,0.5,0.43,8,0.46,26,246,0.656,497,0.0
26317120,"Scallops, baked or broiled, fat added","Scallops, baked or broiled, fat added",115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,14.38,0.0,1,0.5,0.43,8,0.46,26,246,0.656,497,0.0
26317121,"Scallops, baked or broiled, no added fat","Scallops, baked or broiled, no added fat",85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,3.46,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,0.0,1,0.5,0.0,8,0.47,27,253,0.158,512,0.0
26317130,"Scallops, steamed or boiled","Scallops, steamed or boiled",137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.01,0.0,2,0.0,0.0,12,0.68,44,367,0.255,660,0.0
26317140,"Scallops, coated, fried","Scallops, coated, fried",211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,2.6300000000000003,2.43,0.0,0.0,0.0,0.0,0.0,2.43,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,0.98,0.2,0.0,13.78,0.6,16,0.0,1.17,37,1.2,27,223,1.823,486,0.8400000000000001
26317160,"Scallops, coated, baked or broiled, fat added","Scallops, coated, baked or broiled, fat added",178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,2.45,2.45,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,5.61,0.46,0.1,0.0,13.21,0.6,8,0.0,0.67,36,1.1,27,229,1.127,437,0.42000000000000004
26317161,"Scallops, coated, baked or broiled, no added fat","Scallops, coated, baked or broiled, no added fat",134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.92,2.6,2.6,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.48,0.11,0.0,13.83,0.6,8,0.0,0.02,37,1.14,28,240,0.376,457,0.462
26319110,"Shrimp, cooked, NS as to cooking method","Shrimp, cooked, NS as to cooking method",212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,2.6300000000000003,2.43,0.0,0.0,0.0,0.0,0.0,2.43,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,0.98,0.2,0.0,15.15,0.6,61,0.0,2.34,79,1.06,27,142,1.941,448,0.8400000000000001
26319120,"Shrimp, baked or broiled, made with oil","Shrimp, baked or broiled, made with oil",117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,16.23,0.0,55,0.5,2.01,65,0.26,26,136,0.815,447,0.0
26319121,"Shrimp, baked or broiled, made with butter","Shrimp, baked or broiled, made with butter",111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,3.34,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,16.26,0.0,80,0.5,1.66,66,0.25,26,137,2.201,471,0.0
26319122,"Shrimp, baked or broiled, made with margarine","Shrimp, baked or broiled, made with margarine",106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,3.34,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,16.23,0.0,85,0.5,2.24,65,0.25,26,137,0.785,472,0.0
26319123,"Shrimp, baked or broiled, no added fat","Shrimp, baked or broiled, no added fat",87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,3.46,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72,0.0,56,0.5,1.62,67,0.26,27,140,0.321,460,0.0
26319124,"Shrimp, baked or broiled, made with cooking spray","Shrimp, baked or broiled, made with cooking spray",91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,3.44,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,16.65,0.0,56,0.5,1.62,67,0.26,27,140,0.344,459,0.0
26319130,"Shrimp, steamed or boiled","Shrimp, steamed or boiled",91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,3.51,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.37,0.0,62,0.0,1.68,69,0.24,24,101,0.333,347,0.0
26319140,"Shrimp, coated, fried, made with oil","Shrimp, coated, fried, made with oil",212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,2.6300000000000003,2.43,0.0,0.0,0.0,0.0,0.0,2.43,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,0.98,0.2,0.0,15.15,0.6,61,0.0,2.34,79,1.06,27,142,1.941,448,0.8400000000000001
26319141,"Shrimp, coated, fried, made with butter","Shrimp, coated, fried, made with butter",197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,2.64,2.44,0.0,0.0,0.0,0.0,0.0,2.44,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.2,0.0,15.22,0.6,123,0.0,1.49,82,1.04,27,144,5.345,507,0.8400000000000001
26319142,"Shrimp, coated, fried, made with margarine","Shrimp, coated, fried, made with margarine",185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,2.6500000000000004,2.45,0.0,0.0,0.0,0.0,0.0,2.45,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,3.91,0.2,0.0,15.16,0.6,135,0.0,2.92,81,1.04,27,144,1.867,511,0.8400000000000001
26319143,"Shrimp, coated, fried, no added fat","Shrimp, coated, fried, no added fat",147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,2.8800000000000003,2.66,0.0,0.0,0.0,0.0,0.0,2.66,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.22,0.0,16.77,0.7,68,0.0,1.42,88,1.15,30,157,0.781,496,0.924
26319144,"Shrimp, coated, fried, made with cooking spray","Shrimp, coated, fried, made with cooking spray",149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,2.87,2.65,0.0,0.0,0.0,0.0,0.0,2.65,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.08,0.22,0.0,16.72,0.7,67,0.0,1.42,88,1.15,30,156,0.798,495,0.924
26319145,"Shrimp, coated, fried, from fast food / restaurant","Shrimp, coated, fried, from fast food / restaurant",308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,0.44,1.13,1.6900000000000002,1.59,0.0,0.0,0.0,0.0,0.0,1.59,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.21,0.0,0.0,12.67,1.5,3,0.0,2.14,42,1.16,21,108,3.361,1125,0.0
26319160,"Shrimp, coated, baked or broiled, made with oil","Shrimp, coated, baked or broiled, made with oil",179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,2.45,2.45,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,5.61,0.46,0.1,0.0,14.62,0.6,49,0.0,1.87,79,0.94,27,146,1.248,399,0.42000000000000004
26319161,"Shrimp, coated, baked or broiled, made with butter","Shrimp, coated, baked or broiled, made with butter",170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,2.46,2.46,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,5.01,0.1,0.0,14.66,0.6,87,0.0,1.35,81,0.93,27,147,3.364,435,0.42000000000000004
26319162,"Shrimp, coated, baked or broiled, made with margarine","Shrimp, coated, baked or broiled, made with margarine",162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,2.47,2.47,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,1.83,2.28,0.1,0.0,14.63,0.6,95,0.0,2.23,80,0.93,27,147,1.202,438,0.42000000000000004
26319163,"Shrimp, coated, baked or broiled, no added fat","Shrimp, coated, baked or broiled, no added fat",136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.92,2.6,2.6,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.48,0.11,0.0,15.3,0.6,51,0.0,1.27,83,0.98,28,153,0.503,417,0.462
26319164,"Shrimp, coated, baked or broiled, made with cooking spray","Shrimp, coated, baked or broiled, made with cooking spray",138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.92,2.59,2.59,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.3,0.48,0.11,0.0,15.26,0.6,51,0.0,1.27,83,0.97,28,152,0.52,416,0.462
26319170,"Shrimp, dried","Shrimp, dried",253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,7.76,0.0,0.0,0.0,0.0,0.0,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,0.0,0,10.4,2.78,367,5.39,84,203,0.476,2203,0.0
26319180,"Shrimp, canned","Shrimp, canned",100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,3.53,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.42,0.0,0,4.1,1.1,145,2.13,33,80,0.188,870,0.0
26321110,"Snails, cooked, NS as to cooking method","Snails, cooked, NS as to cooking method",140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,19.19,0.0,30,0.5,6.39,12,4.18,298,457,0.934,388,0.0
27111000,Beef with tomato-based sauce,Beef with tomato-based sauce,149,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,2.46,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.72,0.4,6,2.0,0.73,9,2.05,18,264,2.391,363,0.0
27111100,Beef goulash,Beef goulash,102,0.0,0.0,0.0,0.0,0.16,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.0,0.06,2.05,2.05,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,13.69,0.4,5,11.4,0.45,17,1.39,18,263,0.923,223,0.0
27111200,Beef burgundy,Beef burgundy,147,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.09,0.0,0.09,2.28,2.28,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,18.5,0.7,1,2.0,0.49,20,1.88,23,360,1.776,369,0.0
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style","Beef stew, no potatoes, tomato-based sauce, Mexican style",115,0.0,0.0,0.0,0.0,0.15000000000000002,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.08,0.0,0.1,0.0,0.1,2.02,2.02,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.54,0.0,0.0,14.8,0.5,4,1.8,0.51,16,1.58,19,287,1.509,436,0.0
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style","Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",94,0.0,0.0,0.0,0.0,0.35,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.3,0.0,0.08,0.0,0.08,1.52,1.52,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.4,0.0,0.0,11.34,1.2,18,30.6,1.42,16,1.26,19,286,1.155,327,0.0
27111400,"Chili con carne, NS as to beans","Chili con carne, NS as to beans",97,0.0,0.0,0.0,0.0,0.27,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,8.05,2.4,16,5.6,0.59,30,1.31,19,265,1.569,365,0.0
27111405,"Chili con carne with beans, from restaurant","Chili con carne with beans, from restaurant",157,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.05,0.14,0.0,0.0,0.0,1.46,1.46,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,12.56,1.4,149,1.1,1.15,34,1.46,18,320,4.023,381,0.0
27111406,"Chili con carne with beans, home recipe","Chili con carne with beans, home recipe",97,0.0,0.0,0.0,0.0,0.27,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,8.05,2.4,16,5.6,0.58,30,1.31,19,265,1.569,365,0.0
27111407,"Chili con carne with beans, canned","Chili con carne with beans, canned",107,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.03,0.11,0.0,0.0,0.0,0.49,0.49,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,5.8,3.3,23,0.2,0.5,33,1.34,28,264,1.253,449,0.0
27111410,Chili con carne with beans,Chili con carne with beans,102,0.0,0.0,0.0,0.0,0.16,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.05,0.14,0.0,0.0,0.0,0.61,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,6.87,2.9,20,2.8,0.54,32,1.33,24,264,1.402,409,0.0
27111420,Chili con carne without beans,Chili con carne without beans,118,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.98,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,0.0,0.0,7.53,0.5,14,1.8,0.59,30,2.01,20,185,2.255,411,0.0
27111430,"Chili con carne, NS as to beans, with cheese","Chili con carne, NS as to beans, with cheese",123,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.03,0.11,0.0,0.0,0.0,0.46,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.12,0.0,0.0,0.12,0.0,2.67,0.0,0.0,6.72,3.1,38,0.2,0.51,68,1.28,28,254,2.191,460,0.0
27111440,Chili con carne with beans and cheese,Chili con carne with beans and cheese,123,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.03,0.11,0.0,0.0,0.0,0.46,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.12,0.0,0.0,0.12,0.0,2.67,0.0,0.0,6.72,3.1,38,0.2,0.51,68,1.28,28,254,2.191,460,0.0
27111500,"Beef sloppy joe, no bun","Beef sloppy joe, no bun",137,0.0,0.0,0.0,0.0,0.35,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,1.24,1.24,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,1.09,0.0,10.61,0.8,14,3.8,0.8,26,1.5,18,317,2.516,580,4.578
27112000,Beef with gravy,Beef with gravy,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,2.46,2.46,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,21.56,0.0,0,0.0,0.33,8,1.79,15,188,2.568,360,0.0
27112010,Salisbury steak with gravy,Salisbury steak with gravy,149,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.15,0.0,0.15,1.08,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.12,4.74,0.0,0.0,6.98,1.0,2,0.0,0.23,47,0.95,17,144,3.982,509,0.0
27113000,Beef with cream or white sauce,Beef with cream or white sauce,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,2.46,2.46,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.42,2.37,0.0,0.0,22.49,0.0,40,0.0,0.59,41,1.84,18,222,3.86,343,0.0
27113100,Beef stroganoff,Beef stroganoff,150,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.26,0.0,0.26,1.26,1.26,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,2.39,5.34,0.0,0.0,9.91,0.7,26,0.6,0.62,38,0.93,15,203,3.333,454,0.0
27113200,Creamed chipped or dried beef,Creamed chipped or dried beef,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.46,0.46,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,2.94,4.13,0.0,0.0,7.63,0.1,110,0.1,0.74,110,0.52,14,173,2.247,478,0.0
