ID,DESCRIPTION,DESCRIPTION,Energy (kcal),F_TOTAL (cup eq.),F_CITMLB (cup eq.),F_OTHER (cup eq.),F_JUICE (cup eq.),V_TOTAL (cup eq.),V_DRKGR (cup eq.),V_REDOR_TOTAL (cup eq.),V_REDOR_TOMATO (cup eq.),V_REDOR_OTHER (cup eq.),V_STARCHY_TOTAL (cup eq.),V_STARCHY_POTATO (cup eq.),V_STARCHY_OTHER (cup eq.),V_OTHER (cup eq.),V_LEGUMES (cup eq.),G_TOTAL (oz. eq.),G_WHOLE (oz. eq.),G_REFINED (oz. eq.),PF_TOTAL (oz. eq.),PF_MPS_TOTAL (oz. eq.),PF_MEAT (oz. eq.),PF_CUREDMEAT (oz. eq.),PF_ORGAN (oz. eq.),PF_POULT (oz. eq.),PF_SEAFD_HI (oz. eq.),PF_SEAFD_LOW (oz. eq.),PF_EGGS (oz. eq.),PF_SOY (oz. eq.),PF_NUTSDS (oz. eq.),PF_LEGUMES (oz. eq.),D_TOTAL (cup eq.),D_MILK (cup eq.),D_YOGURT (cup eq.),D_CHEESE (cup eq.),OILS (grams),SOLID_FATS (grams),ADD_SUGARS (tsp. eq.),A_DRINKS (no. of drinks),Protein (g),"Fiber, total dietary (g)","Vitamin A, RAE (mcg_RAE)",Vitamin C (mg),Vitamin E (alpha-tocopherol) (mg),Calcium (mg),"Iron
(mg)",Magnesium (mg),Potassium (mg),"Fatty acids, total saturated (g)",Sodium (mg),Added Sugar (g)
28340610,"Chicken or turkey vegetable soup, stew type","Chicken or turkey vegetable soup, stew type",71,0.0,0.0,0.0,0.0,0.18000000000000002,0.0,0.03,0.01,0.02,0.12000000000000001,0.1,0.02,0.03,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,5.06,0.6,27,0.5,0.13,10,0.69,3,70,0.79,354,0.0
28340630,"Chicken or turkey vegetable soup with rice, stew type, chunky style","Chicken or turkey vegetable soup with rice, stew type, chunky style",53,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.15,0.0,0.15,0.42,0.42,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,5.11,0.4,122,1.6,0.24,14,0.78,4,45,0.4,370,0.0
28340640,"Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve","Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",71,0.0,0.0,0.0,0.0,0.18000000000000002,0.0,0.03,0.01,0.02,0.12000000000000001,0.1,0.02,0.03,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,5.06,0.6,27,0.5,0.13,10,0.69,3,70,0.79,354,0.0
28340660,"Chicken or turkey vegetable soup, home recipe","Chicken or turkey vegetable soup, home recipe",48,0.0,0.0,0.0,0.0,0.23000000000000004,0.0,0.07,0.05,0.02,0.09,0.05,0.04,0.07,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,4.52,0.8,34,4.2,0.25,12,0.38,10,141,0.317,305,0.0
28340670,"Chicken or turkey vegetable soup with rice, home recipe, Mexican style","Chicken or turkey vegetable soup with rice, home recipe, Mexican style",76,0.0,0.0,0.0,0.0,0.43000000000000005,0.0,0.07,0.04,0.03,0.08,0.04,0.04,0.28,0.0,0.08,0.0,0.08,0.63,0.63,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,6.85,1.2,30,10.4,0.26,21,0.57,15,214,0.516,269,0.0
28340680,"Chicken or turkey and corn hominy soup,  home recipe, Mexican style","Chicken or turkey and corn hominy soup,  home recipe, Mexican style",75,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.89,0.4,3,0.2,0.13,8,0.45,11,146,0.611,293,0.0
28340690,"Chicken or turkey vegetable soup with potato and cheese, chunky style, canned or ready-to-serve","Chicken or turkey vegetable soup with potato and cheese, chunky style, canned or ready-to-serve",65,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.02,0.03,0.03,0.03,0.0,0.03,0.02,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.12,0.0,1.52,0.0,0.0,1.16,0.3,19,4.0,0.06,15,0.16,5,73,1.636,416,0.0
28340700,Bird's nest soup,Bird's nest soup,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.67,0.67,0.0,0.34,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,0.0,1,0.0,0.1,6,0.27,5,69,0.337,733,0.0
28340750,Hot and sour soup,Hot and sour soup,39,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.32,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.29,0.0,0.0,2.58,0.5,9,0.0,0.39,19,0.64,9,55,0.229,376,0.0
28340800,"Chicken or turkey soup with vegetables and fruit, Asian Style","Chicken or turkey soup with vegetables and fruit, Asian Style",39,0.01,0.0,0.01,0.0,0.07,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.5900000000000001,0.52,0.0,0.0,0.0,0.48,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.07,0.2,5,1.7,0.16,16,0.3,14,96,0.26,569,0.8400000000000001
28345010,"Chicken or turkey soup, cream of, canned, reduced sodium, NS as to made with milk or water","Chicken or turkey soup, cream of, canned, reduced sodium, NS as to made with milk or water",29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.91,0.2,13,0.0,0.04,7,0.1,2,138,0.254,183,0.0
28345020,"Chicken or turkey soup, cream of, canned, reduced sodium, made with milk","Chicken or turkey soup, cream of, canned, reduced sodium, made with milk",54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.07,0.0,0.0,2.57,0.2,42,0.0,0.06,68,0.1,7,214,0.832,198,0.0
28345030,"Chicken or turkey soup, cream of, canned, reduced sodium, made with water","Chicken or turkey soup, cream of, canned, reduced sodium, made with water",29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.91,0.2,13,0.0,0.04,7,0.1,2,138,0.254,183,0.0
28345110,"Chicken or turkey soup, cream of, NS as to prepared with milk or water","Chicken or turkey soup, cream of, NS as to prepared with milk or water",46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.26,2.41,0.0,0.0,1.21,0.0,22,0.1,0.27,9,0.54,3,25,0.861,358,0.0
28345120,"Chicken or turkey soup, cream of, prepared with milk","Chicken or turkey soup, cream of, prepared with milk",70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.21000000000000002,0.2,0.0,0.0,0.26,3.07,0.0,0.0,2.86,0.0,51,0.1,0.29,70,0.53,8,103,1.43,370,0.0
28345130,"Chicken or turkey soup, cream of, prepared with water","Chicken or turkey soup, cream of, prepared with water",46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.26,2.41,0.0,0.0,1.21,0.0,22,0.1,0.27,9,0.54,3,25,0.861,358,0.0
28345160,"Chicken or turkey mushroom soup, cream of, prepared with milk","Chicken or turkey mushroom soup, cream of, prepared with milk",75,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,0.12,0.15,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.21000000000000002,0.2,0.0,0.0,1.25,1.44,0.0,0.0,2.47,1.6,34,0.0,0.34,74,0.35,10,106,1.205,354,0.0
28350040,"Fish stock, home recipe","Fish stock, home recipe",16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,2,0.1,0.17,3,0.01,7,144,0.203,156,0.0
28350050,Fish chowder,Fish chowder,112,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.05,0.0,0.0,0.0,0.0,1.33,1.33,0.0,0.02,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,8.07,0.8,62,5.2,0.41,18,0.37,17,255,3.731,139,0.0
28350110,"Crab soup, NS as to tomato-base or cream style","Crab soup, NS as to tomato-base or cream style",51,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.04,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,1.92,0.0,0.0,5.03,0.2,43,1.8,0.54,52,0.29,10,151,1.378,226,0.0
28350120,"Crab soup, tomato-base","Crab soup, tomato-base",35,0.0,0.0,0.0,0.0,0.24,0.0,0.16,0.12,0.04,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,1.2,44,5.0,0.6,33,0.53,17,174,0.082,221,0.0
28350210,"Clam chowder, NS as to Manhattan or New England style","Clam chowder, NS as to Manhattan or New England style",61,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.08,0.0,0.08,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.91,0.7,0.0,0.0,3.26,0.3,38,2.1,0.22,71,1.23,13,188,1.063,275,0.0
28350220,"Clam chowder, Manhattan","Clam chowder, Manhattan",56,0.0,0.0,0.0,0.0,0.22000000000000003,0.0,0.13,0.08,0.05,0.08,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,3.02,1.2,70,5.1,0.67,28,1.1,8,160,0.88,417,0.0
28350310,Turtle and vegetable soup,Turtle and vegetable soup,42,0.0,0.0,0.0,0.0,0.23000000000000004,0.0,0.07,0.05,0.02,0.09,0.05,0.04,0.07,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,4.75,0.8,36,4.0,0.25,31,0.58,11,165,0.196,262,0.0
28351110,"Fish and vegetable soup, no potatoes, Mexican style","Fish and vegetable soup, no potatoes, Mexican style",39,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.07,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,5.15,0.3,18,2.0,0.4,27,0.24,7,151,0.22,199,0.0
28351120,"Fish soup with potatoes, Mexican style","Fish soup with potatoes, Mexican style",46,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.04,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,5.47,0.3,1,1.0,0.34,27,0.24,8,162,0.231,183,0.0
28351160,"Codfish, rice, and vegetable soup, Puerto Rican style","Codfish, rice, and vegetable soup, Puerto Rican style",68,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.08,0.0,0.27,0.0,0.27,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,5.29,0.4,7,5.0,0.5,12,0.47,14,153,0.254,270,0.0
28351170,"Codfish soup with noodles, Puerto Rican style","Codfish soup with noodles, Puerto Rican style",72,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.08,0.0,0.28,0.0,0.28,0.5900000000000001,0.56,0.0,0.0,0.0,0.0,0.0,0.56,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,5.7,0.6,8,4.9,0.52,13,0.56,16,151,0.336,265,0.0
28355110,"Clam chowder, New England, NS as to prepared with water or milk","Clam chowder, New England, NS as to prepared with water or milk",61,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.08,0.0,0.08,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.92,0.64,0.0,0.0,3.24,0.3,37,2.1,0.22,70,1.21,12,179,1.094,273,0.0
28355120,"Clam chowder, New England, prepared with milk","Clam chowder, New England, prepared with milk",61,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.08,0.0,0.08,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.91,0.7,0.0,0.0,3.26,0.3,38,2.1,0.22,71,1.23,13,188,1.063,275,0.0
28355130,"Clam chowder, New England, prepared with water","Clam chowder, New England, prepared with water",35,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.08,0.0,0.08,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,1.55,0.3,8,2.0,0.2,9,1.22,7,108,0.468,254,0.0
28355140,"Clam chowder, New England, reduced sodium, canned or ready-to-serve","Clam chowder, New England, reduced sodium, canned or ready-to-serve",70,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.03,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.15,0.0,0.0,2.33,0.8,8,3.3,0.4,14,0.56,13,337,0.701,194,0.0
28355210,"Crab soup, cream of, prepared with milk","Crab soup, cream of, prepared with milk",51,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.04,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,1.92,0.0,0.0,5.03,0.2,44,1.9,0.54,52,0.29,10,151,1.378,226,0.0
28355250,Lobster bisque,Lobster bisque,52,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.04,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,1.92,0.0,0.0,5.23,0.2,44,1.3,0.39,53,0.25,11,146,1.379,242,0.0
28355260,Lobster gumbo,Lobster gumbo,58,0.0,0.0,0.0,0.0,0.32,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.07,0.0,0.07,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,6.19,0.9,18,3.7,0.77,55,0.67,22,228,0.869,289,0.0
28355310,Oyster stew,Oyster stew,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.14,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,4.07,0.0,0.0,4.25,0.0,70,0.0,0.4,106,1.58,14,161,2.94,321,0.0
28355350,"Salmon soup, cream style","Salmon soup, cream style",59,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.04,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,1.92,0.0,0.0,5.35,0.2,46,1.3,0.33,74,0.32,9,167,1.496,227,0.0
28355410,"Shrimp soup, cream of, NS as to prepared with milk or water","Shrimp soup, cream of, NS as to prepared with milk or water",61,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.1,1.57,0.0,0.0,2.78,0.1,43,0.1,0.02,69,0.22,9,95,1.93,354,0.0
28355420,"Shrimp soup, cream of, prepared with milk","Shrimp soup, cream of, prepared with milk",61,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.1,1.57,0.0,0.0,2.78,0.1,43,0.1,0.02,69,0.22,9,95,1.93,354,0.0
28355430,"Shrimp soup, cream of, prepared with water","Shrimp soup, cream of, prepared with water",36,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.93,0.0,0.0,1.11,0.1,16,0.0,0.0,9,0.21,4,24,1.29,391,0.0
28355440,Shrimp gumbo,Shrimp gumbo,61,0.0,0.0,0.0,0.0,0.32,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.07,0.0,0.07,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,6.52,0.9,18,4.5,0.8,66,1.09,20,193,0.864,378,0.0
28355450,"Seafood soup with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy","Seafood soup with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy",45,0.0,0.0,0.0,0.0,0.23000000000000004,0.0,0.07,0.05,0.02,0.09,0.05,0.04,0.07,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,4.41,0.8,34,4.1,0.36,29,0.41,10,181,0.21,158,0.0
28355460,"Seafood soup with potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy","Seafood soup with potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy",45,0.0,0.0,0.0,0.0,0.22000000000000003,0.0,0.05,0.05,0.0,0.1,0.05,0.05,0.07,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.49,0.7,12,4.1,0.34,29,0.41,9,177,0.214,160,0.0
28355470,"Seafood soup with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes","Seafood soup with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes",42,0.0,0.0,0.0,0.0,0.19,0.0,0.07,0.05,0.02,0.05,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,4.54,0.7,36,3.2,0.38,30,0.37,8,161,0.222,168,0.0
28355480,"Seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes","Seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes",42,0.0,0.0,0.0,0.0,0.18,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,4.63,0.6,13,3.2,0.37,30,0.37,8,155,0.226,170,0.0
28360100,"Meat broth, Puerto Rican style","Meat broth, Puerto Rican style",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0,0.0,0.0,6,0.17,2,54,0.11,372,0.0
28360210,"Spanish vegetable soup, Puerto Rican style","Spanish vegetable soup, Puerto Rican style",104,0.0,0.0,0.0,0.0,0.37,0.0,0.03,0.03,0.0,0.08,0.08,0.0,0.26,0.02,0.0,0.0,0.0,0.88,0.88,0.3,0.18,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,7.76,1.2,4,8.6,0.14,19,0.67,15,227,2.05,471,0.0
28500000,"Gravy, poultry","Gravy, poultry",48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.71,0.1,1,0.0,0.1,10,0.09,3,42,0.639,389,0.0
28500040,"Gravy, beef","Gravy, beef",53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.75,0.4,1,0.0,0.02,6,0.7,2,81,1.153,633,0.0
28501010,"Gravy, beef, fat free","Gravy, beef, fat free",53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.75,0.4,1,0.0,0.02,6,0.7,2,81,1.153,633,0.0
28501110,"Gravy, poultry, fat free","Gravy, poultry, fat free",48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.71,0.1,1,0.0,0.1,10,0.09,3,42,0.639,389,0.0
28520000,"Gravy, made with soy sauce","Gravy, made with soy sauce",45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.82,0.1,0,0.0,0.06,6,0.12,6,31,0.127,981,3.8220000000000005
28520010,"Gravy, NFS","Gravy, NFS",53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.75,0.4,1,0.0,0.02,6,0.7,2,81,1.153,633,0.0
28520100,Oyster sauce,Oyster sauce,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.3,0,0.1,0.0,32,0.18,4,54,0.043,2733,0.0
28522000,Mole sauce,Mole sauce,75,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,3.0,1.34,0.0,0.98,1.0,32,0.3,0.66,10,0.92,17,127,1.875,493,5.628000000000001
31101010,"Egg, whole, raw","Egg, whole, raw",143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,12.56,0.0,160,0.0,1.05,56,1.75,12,138,3.126,142,0.0
