ID,DESCRIPTION,DESCRIPTION.1,Energy (kcal),F_TOTAL (cup eq.),F_CITMLB (cup eq.),F_OTHER (cup eq.),F_JUICE (cup eq.),V_TOTAL (cup eq.),V_DRKGR (cup eq.),V_REDOR_TOTAL (cup eq.),V_REDOR_TOMATO (cup eq.),V_REDOR_OTHER (cup eq.),V_STARCHY_TOTAL (cup eq.),V_STARCHY_POTATO (cup eq.),V_STARCHY_OTHER (cup eq.),V_OTHER (cup eq.),V_LEGUMES (cup eq.),G_TOTAL (oz. eq.),G_WHOLE (oz. eq.),G_REFINED (oz. eq.),PF_TOTAL (oz. eq.),PF_MPS_TOTAL (oz. eq.),PF_MEAT (oz. eq.),PF_CUREDMEAT (oz. eq.),PF_ORGAN (oz. eq.),PF_POULT (oz. eq.),PF_SEAFD_HI (oz. eq.),PF_SEAFD_LOW (oz. eq.),PF_EGGS (oz. eq.),PF_SOY (oz. eq.),PF_NUTSDS (oz. eq.),PF_LEGUMES (oz. eq.),D_TOTAL (cup eq.),D_MILK (cup eq.),D_YOGURT (cup eq.),D_CHEESE (cup eq.),OILS (grams),SOLID_FATS (grams),ADD_SUGARS (tsp. eq.),A_DRINKS (no. of drinks),Protein (g),"Fiber, total dietary (g)","Vitamin A, RAE (mcg_RAE)",Vitamin C (mg),Vitamin E (alpha-tocopherol) (mg),Calcium (mg),"Iron
(mg)",Magnesium (mg),Potassium (mg),"Fatty acids, total saturated (g)",Sodium (mg),Added Sugar (g),Energy_Factor,Score_Protein (g),"Score_Fiber, total dietary (g)","Score_Vitamin A, RAE (mcg_RAE)",Score_Vitamin C (mg),Score_Vitamin E (alpha-tocopherol) (mg),Score_Calcium (mg),"Score_Iron
(mg)",Score_Magnesium (mg),Score_Potassium (mg),Total_NRF9,"Score_Fatty acids, total saturated (g)",Score_Added Sugar (g),Score_Sodium (mg),Total_LIM,NRF9.3_Score,Label_Text,Label_Value
11112210,"Milk, low fat (1%)","Milk, low fat (1%)",43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.34,0.0,0.0,3.38,0.0,58,0.0,0.02,126,0.0,12,159,0.568,39,0.0,2.3255813953488373,15.720930232558143,0.0,14.987080103359174,0.0,0.310077519379845,22.54025044722719,0.0,6.64451827242525,7.867392380009896,68.0702489549595,6.604651162790698,0.0,3.9433771486349856,10.548028311425684,57.522220643533814,Medium,1
11113000,"Milk, fat free (skim)","Milk, fat free (skim)",34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,64,0.0,0.0,132,0.0,12,167,0.049,41,0.0,2.9411764705882355,20.176470588235297,0.0,20.915032679738562,0.0,0.0,29.86425339366516,0.0,8.403361344537815,10.450563204005006,89.80968121018184,0.7205882352941178,0.0,5.242966751918159,5.963554987212277,83.84612622296956,Good,2
11114300,"Milk, lactose free, low fat (1%)","Milk, lactose free, low fat (1%)",43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.34,0.0,0.0,3.38,0.0,58,0.0,0.02,126,0.0,12,159,0.568,39,0.0,2.3255813953488373,15.720930232558143,0.0,14.987080103359174,0.0,0.310077519379845,22.54025044722719,0.0,6.64451827242525,7.867392380009896,68.0702489549595,6.604651162790698,0.0,3.9433771486349856,10.548028311425684,57.522220643533814,Medium,1
11114320,"Milk, lactose free, fat free (skim)","Milk, lactose free, fat free (skim)",34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,64,0.0,0.0,132,0.0,12,167,0.049,41,0.0,2.9411764705882355,20.176470588235297,0.0,20.915032679738562,0.0,0.0,29.86425339366516,0.0,8.403361344537815,10.450563204005006,89.80968121018184,0.7205882352941178,0.0,5.242966751918159,5.963554987212277,83.84612622296956,Good,2
11114330,"Milk, lactose free, reduced fat (2%)","Milk, lactose free, reduced fat (2%)",50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,1.29,0.0,0.0,3.35,0.0,83,0.2,0.03,126,0.0,12,159,1.11,39,0.0,2.0,13.4,0.0,18.444444444444443,0.4444444444444444,0.4,19.384615384615383,0.0,5.714285714285714,6.765957446808511,64.55374743459849,11.100000000000001,0.0,3.3913043478260874,14.49130434782609,50.062443086772404,Medium,1
11114350,"Milk, lactose free, whole","Milk, lactose free, whole",60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,2.59,0.0,0.0,3.28,0.0,32,0.0,0.05,123,0.0,12,150,1.86,38,0.0,1.6666666666666667,10.933333333333334,0.0,5.9259259259259265,0.0,0.5555555555555556,15.769230769230768,0.0,4.761904761904762,5.319148936170213,43.26509928212056,15.5,0.0,2.753623188405797,18.253623188405797,25.011476093714762,Medium,1
11115000,"Buttermilk, fat free (skim)","Buttermilk, fat free (skim)",40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.46,0.0,0.0,3.31,0.0,14,1.0,0.05,116,0.05,11,151,0.66,148,0.0,2.5,16.55,0.0,3.888888888888889,2.7777777777777777,0.8333333333333334,22.30769230769231,0.6944444444444444,6.547619047619048,8.031914893617023,61.631670693372826,8.25,0.0,16.08695652173913,24.33695652173913,37.2947141716337,Medium,1
11115100,"Buttermilk, low fat (1%)","Buttermilk, low fat (1%)",40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.46,0.0,0.0,3.31,0.0,14,1.0,0.05,116,0.05,11,151,0.66,148,0.0,2.5,16.55,0.0,3.888888888888889,2.7777777777777777,0.8333333333333334,22.30769230769231,0.6944444444444444,6.547619047619048,8.031914893617023,61.631670693372826,8.25,0.0,16.08695652173913,24.33695652173913,37.2947141716337,Medium,1
11115200,"Buttermilk, reduced fat (2%)","Buttermilk, reduced fat (2%)",56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,1.39,0.0,0.0,4.1,0.0,16,1.5,0.11,143,0.06,13,180,1.242,105,0.0,1.7857142857142858,14.642857142857144,0.0,3.1746031746031744,2.9761904761904763,1.3095238095238098,19.642857142857142,0.5952380952380953,5.527210884353742,6.838905775075989,54.70738650069957,11.089285714285715,0.0,8.152173913043478,19.241459627329192,35.46592687337038,Medium,1
11115300,"Buttermilk, whole","Buttermilk, whole",62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,2.7,0.0,0.0,3.21,0.0,47,0.0,0.07,115,0.03,10,135,1.899,105,0.0,1.6129032258064515,10.354838709677418,0.0,8.422939068100357,0.0,0.7526881720430108,14.267990074441686,0.26881720430107525,3.840245775729647,4.632807137954701,42.54032614224789,15.314516129032258,0.0,7.363253856942496,22.677769985974756,19.862556156273136,Medium,1
11115400,"Kefir, NS as to fat content","Kefir, NS as to fat content",52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.35,0.0,0.0,3.59,0.0,174,0.8,0.04,124,0.04,12,159,0.596,38,0.0,1.9230769230769231,13.80769230769231,0.0,37.17948717948718,1.7094017094017095,0.5128205128205128,18.34319526627219,0.4273504273504274,5.4945054945054945,6.505728314238953,83.98018121176878,5.73076923076923,0.0,3.177257525083612,8.908026755852841,75.07215445591594,Medium,1
